v2_latent_discrepancy_timesteps,v2_latent_discrepancy_score,v2_latent_discrepancy_score_mean,v3_latent_plus_clamped_eme_timesteps,v3_latent_plus_clamped_eme_score,v3_latent_plus_clamped_eme_score_mean,v4_latent_plus_normalised_eme_timesteps,v4_latent_plus_normalised_eme_score,v4_latent_plus_normalised_eme_score_mean
12288.0,2.3518148673077426,2.3518148673077426,12288.0,2.3518148673077426,2.3518148673077426,12288.0,2.225139827777942,2.225139827777942
24576.0,0.19822646134222546,1.275020664324984,24576.0,0.19822646134222546,1.275020664324984,24576.0,0.1807527996134013,1.2029463136956717
36864.0,0.09138369967695326,0.880475009442307,36864.0,0.09138369967695326,0.880475009442307,36864.0,0.24833436232681075,0.8847423299060514
49152.0,0.05269326739168415,0.6735295739296513,49152.0,0.05269326739168415,0.6735295739296513,49152.0,0.021898462990066037,0.669031363177055
61440.0,0.022451837159072358,0.5433140265755355,61440.0,0.022451837159072358,0.5433140265755355,61440.0,0.008927144309078964,0.5370105194034598
73728.0,0.01295178526682624,0.4549203196907507,73728.0,0.01295178526682624,0.4549203196907507,73728.0,0.007233978879715626,0.4487144293161691
86016.0,0.00885634976051127,0.3911968954150022,86016.0,0.00885634976051127,0.3911968954150022,86016.0,0.012541410881870737,0.38640399811126935
98304.0,0.007305884845360803,0.34321051909379696,98304.0,0.007305884845360803,0.34321051909379696,98304.0,0.018753973747758817,0.34044774506583053
110592.0,0.0029467611942285052,0.3054034348827338,110592.0,0.0029467611942285052,0.3054034348827338,110592.0,0.006273245669338697,0.303317245132887
122880.0,0.0031155525054297564,0.2751746466450034,122880.0,0.0031155525054297564,0.2751746466450034,122880.0,0.0008339724272445892,0.2730689178623228
135168.0,0.002802065101908132,0.04027336642441999,135168.0,0.002802065101908132,0.04027336642441999,135168.0,0.00526213851965925,0.05108114893649448
147456.0,0.001915471379106748,0.02064226742810812,147456.0,0.001915471379106748,0.02064226742810812,147456.0,0.0033766790220397525,0.03334353687735832
159744.0,0.00260305624154474,0.01176420308456727,159744.0,0.00260305624154474,0.01176420308456727,159744.0,0.0020835698287555715,0.008718457627552804
172032.0,0.0012144664348549365,0.0066163229888843485,172032.0,0.001275542677224924,0.0066224306131213466,172032.0,0.0069234286626548664,0.007220954194811687
184320.0,0.0015391674387501553,0.004525056016852129,184320.0,0.005096071243315237,0.004886854021545636,184320.0,0.002252026807279132,0.006553442444631704
196608.0,0.0018044144750698858,0.003410318937676493,196608.0,0.007346147550075936,0.004326290249870605,196608.0,0.001567228238248693,0.00598676738048501
208896.0,0.0015532619969841714,0.0026800101613237834,208896.0,0.002305852273517909,0.003671240501171269,208896.0,0.0028779830354324076,0.0050204245958411775
221184.0,0.0015568822964269202,0.002105109906430395,221184.0,0.0022328278494872698,0.003163934801583916,221184.0,0.0022587837605290892,0.0033709055971182047
233472.0,0.0018036655395311147,0.001990800340960656,233472.0,0.0017766054049085749,0.0030469192226519224,233472.0,0.004988990509446012,0.003242480081128936
