v2_latent_discrepancy_timesteps,v2_latent_discrepancy_score,v2_latent_discrepancy_score_mean,v3_latent_plus_clamped_eme_timesteps,v3_latent_plus_clamped_eme_score,v3_latent_plus_clamped_eme_score_mean,v4_latent_plus_normalised_eme_timesteps,v4_latent_plus_normalised_eme_score,v4_latent_plus_normalised_eme_score_mean
12288.0,2.4007187858223915,2.4007187858223915,12288.0,2.4007187858223915,2.4007187858223915,12288.0,2.4007187858223915,2.4007187858223915
24576.0,0.20320042440046868,1.3019596051114302,24576.0,0.20320042440046868,1.3019596051114302,24576.0,0.20441190153360367,1.3025653436779976
36864.0,0.1092032656694452,0.9043741586307684,36864.0,0.1092032656694452,0.9043741586307684,36864.0,0.11091821206112702,0.9053496331390408
49152.0,0.0652194262559836,0.6945854755370723,49152.0,0.0652194262559836,0.6945854755370723,49152.0,0.06556867877952754,0.6954043945491625
61440.0,0.04425387649098411,0.5645191557278546,61440.0,0.04425387649098411,0.5645191557278546,61440.0,0.04570331148958454,0.5654641779372469
73728.0,0.03200631419895217,0.47576701547303757,73728.0,0.03200631419895217,0.47576701547303757,73728.0,0.0326729083705383,0.4766656330094621
86016.0,0.02353143333069359,0.4111619323098456,86016.0,0.02353143333069359,0.4111619323098456,86016.0,0.02467195571322615,0.4120951076814284
98304.0,0.017169549663473543,0.36191288447904907,98304.0,0.017169549663473543,0.36191288447904907,98304.0,0.018709821374310803,0.3629219468930387
110592.0,0.013199225223312775,0.3231669223395228,110592.0,0.013199225223312775,0.3231669223395228,110592.0,0.01397093326280204,0.3241496120452346
122880.0,0.010528496553888544,0.29190307976095936,122880.0,0.010528496553888544,0.29190307976095936,122880.0,0.011201331673267608,0.29285478400803794
135168.0,0.008647639968936952,0.05269596517561391,135168.0,0.008647639968936952,0.05269596517561391,135168.0,0.009171013550561232,0.0537000067808549
147456.0,0.007455612818982142,0.033121484017465265,147456.0,0.007455612818982142,0.033121484017465265,147456.0,0.008121960859474106,0.03407101271344193
159744.0,0.0071168670935245855,0.0229128441598732,159744.0,0.0071168670935245855,0.0229128441598732,159744.0,0.007903633547054293,0.023769554862034664
172032.0,0.006475251881056465,0.017038426722380488,172032.0,0.006475251881056465,0.017038426722380488,172032.0,0.007542844158403265,0.017966971399922232
184320.0,0.00576964331654987,0.013190003404937062,184320.0,0.005738701179022125,0.013186909191184287,184320.0,0.006933191645657644,0.014089959415529544
196608.0,0.005588871189199078,0.010548259103961755,196608.0,0.005534032262706508,0.010539680997559722,196608.0,0.0060888451456169905,0.011431553093037412
208896.0,0.00601312881190097,0.008796428652082492,208896.0,0.005989290026870246,0.008785466667177388,208896.0,0.005748031093389727,0.009539160631053771
221184.0,0.006642641931345376,0.007743737878869676,221184.0,0.006504160419960196,0.0077189277428260554,221184.0,0.006103351324175795,0.00827851362604027
233472.0,0.007128952260245569,0.0071367105825629554,233472.0,0.006942350441628757,0.007093240264657653,233472.0,0.006425614046747796,0.007523981704434845
245760.0,0.007140009576687589,0.006797861884842859,245760.0,0.006843908379475276,0.006724781447216326,245760.0,0.0065515080592983095,0.007058999343037916
258048.0,0.006474529286303247,0.006580550816579489,258048.0,0.006422568221751135,0.006502274272497744,258048.0,0.0064224571639594314,0.006784143704377734
270336.0,0.005596312519628555,0.006394620786644131,270336.0,0.005701209355417329,0.006326833926141262,270336.0,0.006332415558669406,0.006605189174297266
282624.0,0.005037834702913339,0.006186717547583006,282624.0,0.005297697913192678,0.006144917008108071,282624.0,0.006295216041811121,0.006444347423772948
294912.0,0.004655471282603685,0.006004739487737728,294912.0,0.004825049843930174,0.005979896804395443,294912.0,0.006387969731198003,0.006328859981052422
307200.0,0.004324044375001297,0.005860179593582871,307200.0,0.004336010759288911,0.005839627762422121,307200.0,0.00625489651671766,0.006261030468158424
319488.0,0.004047190848117073,0.00570601155947467,319488.0,0.004425826041066709,0.005728807140258141,319488.0,0.005546126939104094,0.006206758647507134
331776.0,0.003821819441024369,0.00548688062238701,331776.0,0.0042010482648038305,0.005549982964051499,331776.0,0.005025298201265589,0.006134485358294721
344064.0,0.003723743492931438,0.005194990778545616,344064.0,0.00426802092018382,0.005326369014073863,344064.0,0.004775544832227752,0.006001704709099916
356352.0,0.003292930339133212,0.004811388586434382,356352.0,0.004256844341095227,0.005057818404020508,356352.0,0.004593689889588859,0.0058185122933840224
368640.0,0.00316322371509159,0.004413710000274781,368640.0,0.004132675535705251,0.004786695119643507,368640.0,0.004327967408850479,0.0055961582283392385
380928.0,0.0031341998425583975,0.004079677055900296,380928.0,0.004249968643610676,0.0045694351618294615,380928.0,0.0041567274602130055,0.005369585257964596
393216.0,0.0029157117120727585,0.003811616975144716,393216.0,0.004284054579329677,0.004427719684220696,393216.0,0.004159899309646183,0.005152333633062275
405504.0,0.002790589921157031,0.0035868924969690843,405504.0,0.004354779526086834,0.004333427845510111,405504.0,0.004092511999867081,0.004932063228867871
417792.0,0.0026931272659567185,0.0033906580953043885,417792.0,0.0044149615641799755,0.004292419017535091,417792.0,0.004111859685508534,0.004704452224298923
430080.0,0.0025689573509832067,0.00321514939290258,430080.0,0.0044592408812604845,0.004304742029732249,430080.0,0.004141656092542689,0.004493128181881427
442368.0,0.0025215406628073347,0.003062584374371606,442368.0,0.004221267966689386,0.004284286222294516,442368.0,0.004176569311918381,0.004356172419162855
454656.0,0.002494914965306331,0.002929893926799802,454656.0,0.004292852029417797,0.004293466598755913,454656.0,0.0041757809958653525,0.0042712206986228315
466944.0,0.0024627688023125907,0.0028037964577379173,466944.0,0.004282222740584984,0.004294886780796029,466944.0,0.004166198967141099,0.004210286112114167
479232.0,0.002487541760880655,0.002723257599912662,479232.0,0.00415704894354955,0.004284907241041461,479232.0,0.00420833948252645,0.004171751071407925
491520.0,0.0024599754251539707,0.0026529327709188992,491520.0,0.004314739647573636,0.0043031136522283,491520.0,0.004160309271052635,0.004154985257628141
503808.0,0.0023832708357076626,0.0025778398702338257,503808.0,0.004370978504690963,0.004315214638336329,503808.0,0.004099346197714719,0.004149247131378312
516096.0,0.002458276918332558,0.002532096390859806,516096.0,0.004433217489956102,0.004330130929398971,516096.0,0.004182212071706696,0.004151478407584364
528384.0,0.0024273276370270955,0.002495770162446812,528384.0,0.004401107917753204,0.004334763768565608,528384.0,0.004137805524806026,0.004156007760078259
540672.0,0.0024070556925532096,0.0024671630051064613,540672.0,0.004402470318988587,0.004333514644046469,540672.0,0.004129296602817097,0.004157751451809115
552960.0,0.002401637525811869,0.002450431022589328,552960.0,0.004382644396779749,0.004325854995598395,552960.0,0.004168457286141347,0.004160431571168981
565248.0,0.002374495755551228,0.0024357265318637167,565248.0,0.0043372405028397525,0.004337452249213432,565248.0,0.004145589024119545,0.004157333542389096
577536.0,0.0024036649192566983,0.0024266015272587536,577536.0,0.00423695668723667,0.0043318627149953205,577536.0,0.004172044287164074,0.004156959871518969
589824.0,0.002399451027789231,0.002420269749806418,589824.0,0.004099370467884,0.004313577487725222,589824.0,0.004183118716658403,0.0041586518464707
602112.0,0.0024549947617439707,0.0024170150498927494,602112.0,0.004201867814117577,0.004318059374782024,602112.0,0.004184991514193825,0.004156317049637437
614400.0,0.0024855484395326735,0.00241957235133062,614400.0,0.004276051947575373,0.004314190604782198,614400.0,0.004143629145498077,0.0041546490370819806
626688.0,0.002467322101438185,0.002427977477903672,626688.0,0.004169927063533881,0.00429408546066649,626688.0,0.004128985766631861,0.004157612993973695
638976.0,0.002413669447075032,0.0024235167307779196,638976.0,0.004157134360866621,0.004266477147757542,638976.0,0.004141499686132495,0.004153541755416277
651264.0,0.002433158192919412,0.002424099786367151,651264.0,0.004240134032443166,0.004250379759226537,651264.0,0.004125031817238778,0.004152264384659551
663552.0,0.0024152803259009183,0.002424922249701922,663552.0,0.004331314211109809,0.004243264148438659,663552.0,0.004131735452877668,0.004152508269665608
675840.0,0.002396081319602672,0.0024243666290810024,675840.0,0.004127220328276356,0.004217721741588321,675840.0,0.004130622083418227,0.004148724749393295
688128.0,0.002373833731932488,0.0024243004267191287,688128.0,0.004165841118568399,0.004200581803161185,688128.0,0.0041391253398614936,0.0041480783809674905
700416.0,0.002390916815784294,0.0024230256163718876,700416.0,0.0042270756991153275,0.004199593704349051,700416.0,0.004101119331608061,0.004140985885411889
712704.0,0.0023777373474634564,0.00242085424833931,712704.0,0.004332072882486197,0.00422286394580927,712704.0,0.004077478590867638,0.0041304218728328125
724992.0,0.002386510866926983,0.002414005858857611,724992.0,0.004274903282445545,0.004230167492642067,724992.0,0.004092168189041938,0.0041211395403176225
737280.0,0.00237875772533395,0.002403326787437739,737280.0,0.0044135317172428285,0.004243915469608813,737280.0,0.004111727655981667,0.004117949391365982
749568.0,0.00241307958761657,0.0023979025360555775,749568.0,0.004360031841012339,0.004262925947356658,749568.0,0.004087226448367194,0.004113773459539517
761856.0,0.002396799473596426,0.0023962155387077166,761856.0,0.004306500059707711,0.004277862517240767,761856.0,0.0040238843648694456,0.004102011927413211
774144.0,0.002387045828072587,0.0023916043022230342,774144.0,0.004184923927823547,0.004272341506778806,774144.0,0.004073951434596286,0.004096903889148962
786432.0,0.0023786294744544043,0.0023879392170783826,786432.0,0.0042795337188484455,0.00426716345755267,786432.0,0.004063447265555927,0.004090075070416788
798720.0,0.002397163205993517,0.0023880474057174673,798720.0,0.0043253184388352866,0.004286973268608564,798720.0,0.004094008785614278,0.004086413740636393
811008.0,0.002374840287908834,0.002388148061315103,811008.0,0.004261680810789888,0.004296557237830711,811008.0,0.004107576440825748,0.004083258850732819
823296.0,0.002340847950108582,0.002383141174747531,823296.0,0.004294394059494759,0.004303289073868654,823296.0,0.004063385211338755,0.004079485438705887
835584.0,0.002343705143478777,0.002379737954349063,835584.0,0.004228695213290242,0.00429295130694906,835584.0,0.0040783281486559035,0.004079570394484715
847872.0,0.0023576988157098335,0.002376856749227348,847872.0,0.0040622699646822484,0.00427168797517273,847872.0,0.004114911173625539,0.004081844692943074
860160.0,0.00237914637667321,0.002376895614361274,860160.0,0.0041279656992022256,0.004243131373368669,860160.0,0.004084735230814355,0.004079145450426343
872448.0,0.002382369205103411,0.002373824576109958,872448.0,0.004185796075034887,0.004225707796770924,872448.0,0.004136596580792684,0.004084082463668892
884736.0,0.002353401379271721,0.002369484766677488,884736.0,0.004024878214598478,0.004197545612260001,884736.0,0.004111194454405147,0.004092813472622462
897024.0,0.0023521573069350175,0.0023659959145637304,897024.0,0.004205854769679718,0.004199638696445618,897024.0,0.0041514664408168755,0.0041005649732445216
909312.0,0.0023898246702932133,0.0023671154341476115,909312.0,0.004131928602873813,0.0041848781848481545,909312.0,0.004126891299771766,0.004106909376666105
921600.0,0.0023291507301716288,0.002360314186565423,921600.0,0.004095254941300179,0.004161871835094643,921600.0,0.004098093961753572,0.004107317894280034
933888.0,0.0023365004538694243,0.0023564802031614818,933888.0,0.0039992575063176146,0.004135629504647416,933888.0,0.004075402287223066,0.004104100478919766
946176.0,0.002323408191538571,0.002354736227304481,946176.0,0.003927555136518397,0.00409894561234978,946176.0,0.0040948489792450955,0.0041072468557104
958464.0,0.0023526684162789024,0.0023556325545844936,958464.0,0.003983270282333251,0.004074403119254081,958464.0,0.0040398410662116175,0.004103398147465971
970752.0,0.0023431196883999896,0.0023541746418535093,970752.0,0.004086321702440425,0.004076808293029898,970752.0,0.004038230215276902,0.004095730051631108
983040.0,0.0024077708282372137,0.00235703708700991,983040.0,0.0039025799681742987,0.004054269719927106,983040.0,0.0039909307985605364,0.004086349608405726
995328.0,0.002426024958064469,0.0023614026623060154,995328.0,0.003827566259133164,0.004018446738336934,995328.0,0.003985015272822541,0.004071191477608712
1007616.0,0.0023604576041786154,0.002362108284796705,1007616.0,0.0037449471686462252,0.003990453633741709,1007616.0,0.004013046134787146,0.004061376645646912
1019904.0,0.0023977751843631268,0.0023666700725395156,1019904.0,0.0036637071510388828,0.0039362388718776255,1019904.0,0.004005048031103797,0.0040467348046756045
1032192.0,0.002328571402661813,0.002360544745776375,1032192.0,0.003280253355721167,0.0038510713471623602,1032192.0,0.0039877614375048625,0.0040328218184489135
1044480.0,0.0024200573886143197,0.0023696354116206444,1044480.0,0.003919101768891172,0.00383345602992146,1044480.0,0.00390496648469707,0.004013509070743264
1056768.0,0.002418935279517124,0.002377878894185415,1056768.0,0.003509219090725916,0.0037844521883622895,1056768.0,0.003993167093237086,0.004005285551344665
1069056.0,0.0023866973861004226,0.0023842078136415996,1069056.0,0.003267582811531611,0.0037184549558636113,1069056.0,0.004079341941784757,0.00400373484759863
1081344.0,0.002365805422111104,0.00238552151422482,1081344.0,0.003215053591702599,0.003641633286800546,1081344.0,0.003992470071049563,0.003998997748082425
